epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,287.583,1.2557,0.8553,1.09248,0.64279,0.59114,0.56559,0.32123,1.22834,0.82586,1.07719,0.0001101,0.0001101,0.0001101
184,289.135,1.24187,0.81734,1.06565,0.65382,0.55618,0.56827,0.32422,1.21929,0.81838,1.07412,0.000104601,0.000104601,0.000104601
185,290.673,1.23193,0.83852,1.06911,0.68931,0.56928,0.56754,0.32263,1.21277,0.81287,1.07235,9.91012e-05,9.91012e-05,9.91012e-05
186,292.224,1.24092,0.82992,1.07055,0.69704,0.56921,0.57201,0.3236,1.20569,0.81089,1.07174,9.36017e-05,9.36017e-05,9.36017e-05
187,293.784,1.25541,0.85914,1.10064,0.71583,0.55436,0.57087,0.31861,1.21092,0.81867,1.07424,8.81023e-05,8.81023e-05,8.81023e-05
188,295.421,1.2325,0.81993,1.05779,0.70393,0.54146,0.57102,0.3178,1.21866,0.82173,1.07795,8.26028e-05,8.26028e-05,8.26028e-05
189,296.966,1.25039,0.86069,1.07817,0.70365,0.54116,0.56598,0.31577,1.22064,0.82298,1.07822,7.71034e-05,7.71034e-05,7.71034e-05
190,298.508,1.25492,0.84078,1.09459,0.69748,0.53989,0.56856,0.31745,1.21699,0.82704,1.0774,7.1604e-05,7.1604e-05,7.1604e-05
191,301.028,1.19978,0.84429,1.0711,0.70648,0.53278,0.56289,0.31929,1.22143,0.82432,1.07741,6.61045e-05,6.61045e-05,6.61045e-05
192,302.546,1.17025,0.81089,1.04661,0.69531,0.54323,0.55569,0.31552,1.21686,0.82379,1.07452,6.06051e-05,6.06051e-05,6.06051e-05
193,304.039,1.20679,0.87024,1.10163,0.69067,0.54609,0.55848,0.3183,1.21371,0.82402,1.07321,5.51056e-05,5.51056e-05,5.51056e-05
194,305.563,1.15289,0.80481,1.0639,0.63284,0.53125,0.55108,0.32111,1.20744,0.8213,1.07161,4.96062e-05,4.96062e-05,4.96062e-05
195,307.074,1.16507,0.80933,1.07475,0.61999,0.53172,0.55024,0.31917,1.21283,0.81692,1.0709,4.41067e-05,4.41067e-05,4.41067e-05
196,308.554,1.16141,0.81183,1.07253,0.65342,0.52405,0.54978,0.31604,1.21687,0.81915,1.07108,3.86073e-05,3.86073e-05,3.86073e-05
197,310.038,1.17102,0.84823,1.0493,0.61835,0.53457,0.54889,0.31454,1.21671,0.81867,1.0705,3.31078e-05,3.31078e-05,3.31078e-05
198,311.555,1.1724,0.80018,1.05608,0.60196,0.51749,0.54884,0.32049,1.21558,0.8179,1.06982,2.76084e-05,2.76084e-05,2.76084e-05
199,313.046,1.14782,0.79845,1.04494,0.64527,0.50057,0.54929,0.32453,1.20935,0.81916,1.06802,2.21089e-05,2.21089e-05,2.21089e-05
200,314.535,1.1513,0.8137,1.04255,0.64974,0.50244,0.5539,0.32458,1.20501,0.81952,1.06675,1.66095e-05,1.66095e-05,1.66095e-05
